Customer_care_calls,Customer_rating,Prior_purchases,Discount_offered,Weight_in_gms,Warehouse_block,Mode_of_Shipment,Product_importance,Gender,Class
3,5,3,1,4078,a,ship,high,m,1
3,4,3,9,5133,f,ship,medium,m,1
4,5,5,8,5669,b,ship,medium,m,1
6,1,4,6,1153,f,ship,low,f,0
3,1,3,2,4298,b,ship,low,m,0
6,5,4,9,1266,b,ship,low,f,1
6,5,4,8,1553,f,ship,low,m,1
5,5,4,10,1071,b,flight,high,f,1
4,1,2,9,5230,f,flight,medium,m,1
3,4,3,1,5407,b,ship,high,f,0
2,1,3,1,4539,f,road,low,m,0
3,5,4,8,5087,c,ship,low,f,1
5,2,2,2,4245,f,flight,low,m,1
3,3,2,9,4355,c,ship,low,f,1
3,5,4,5,4761,c,road,medium,f,1
4,5,3,5,4039,f,ship,low,m,1
3,1,2,4,4857,a,road,medium,f,1
4,4,5,3,5243,d,ship,low,f,0
4,1,3,7,4592,d,road,medium,f,0
5,1,7,50,3837,f,ship,low,f,1
4,3,4,7,4953,c,ship,medium,f,1
4,1,5,5,5049,b,flight,low,f,1
5,1,5,10,1961,f,road,medium,m,0
3,5,3,30,1569,f,ship,medium,f,1
3,3,3,61,3783,a,ship,medium,m,1
3,4,3,5,4670,b,ship,high,f,1
4,3,5,3,1093,b,flight,low,m,0
4,4,3,8,5884,f,ship,medium,m,1
4,3,3,7,4915,f,ship,low,m,1
3,2,3,5,4757,f,ship,medium,m,1
6,3,2,9,5360,c,ship,low,f,1
4,3,2,47,2956,f,ship,high,m,1
5,3,6,35,1009,a,ship,medium,f,1
5,2,6,6,1043,c,flight,medium,f,0
7,2,4,9,1188,c,ship,medium,m,1
4,4,3,60,3145,a,ship,high,m,1
4,2,3,63,3609,f,ship,low,f,1
2,4,7,10,5875,b,ship,low,m,0
4,4,3,5,4732,f,ship,medium,f,0
5,5,4,10,4305,a,ship,high,m,1
5,1,2,37,3025,f,flight,medium,f,1
4,5,5,9,1978,b,ship,low,f,1
2,5,10,1,4709,d,ship,low,f,0
4,3,4,7,4949,d,flight,high,m,0
7,1,4,9,1829,d,ship,medium,f,1
6,1,3,7,4733,d,road,medium,m,1
6,5,4,2,1981,b,road,medium,m,0
5,1,3,19,2625,f,flight,low,f,1
3,5,3,1,5062,c,ship,medium,f,0
3,3,2,27,3473,b,ship,medium,m,1
3,5,2,6,4675,f,ship,medium,m,1
3,3,4,10,1177,b,flight,medium,m,1
4,4,3,1,5610,f,ship,medium,f,1
4,1,6,1,1826,f,ship,medium,m,0
4,4,6,8,1145,b,ship,low,m,1
3,5,3,5,4861,f,road,low,f,1
3,4,2,9,4278,c,ship,high,m,0
3,1,2,2,4163,c,ship,medium,m,0
4,3,3,9,5016,b,ship,medium,m,0
6,2,4,38,3171,a,ship,medium,m,1
4,2,3,60,1107,b,ship,high,m,1
5,3,5,10,1699,f,flight,low,m,1
4,5,3,2,4473,a,road,medium,f,0
4,2,3,10,4126,d,ship,low,m,0
3,1,2,10,5073,d,flight,medium,f,0
4,1,3,45,3158,f,ship,medium,m,1
3,1,3,9,4865,d,flight,low,m,1
3,4,3,4,4796,a,ship,low,f,0
4,1,4,6,4811,b,flight,low,f,0
5,1,5,3,1194,f,ship,medium,f,1
4,5,4,1,1593,f,flight,medium,f,0
6,4,4,9,1511,a,ship,low,f,0
4,2,3,21,3088,c,ship,low,f,1
3,2,3,2,4718,d,ship,medium,m,0
4,2,4,3,5566,d,ship,low,m,0
6,3,4,9,5239,f,road,low,m,1
5,5,5,1,1127,c,ship,low,m,0
3,1,2,1,5190,d,ship,medium,f,1
3,2,3,10,5851,f,ship,medium,f,0
3,1,3,7,5324,c,ship,medium,m,1
3,1,3,60,2596,c,ship,high,f,1
4,1,6,6,5861,a,ship,low,f,0
6,4,4,2,1516,b,road,low,m,0
7,5,4,3,1656,b,ship,low,m,1
4,4,2,3,1285,f,ship,medium,m,1
4,2,3,65,3679,b,road,low,f,1
6,1,4,3,1747,b,road,low,f,1
4,3,5,2,1541,f,ship,low,f,0
2,2,3,46,2484,c,flight,medium,f,1
4,4,6,10,1355,c,ship,low,m,1
4,4,4,3,5583,f,ship,low,f,1
5,3,4,8,5868,f,ship,medium,f,0
7,5,4,9,1660,c,road,low,m,1
4,3,3,10,1711,a,ship,medium,m,1
4,2,3,39,2459,d,ship,high,f,1
3,3,2,16,2466,f,ship,medium,f,1
5,4,5,9,1113,f,ship,low,m,0
4,5,3,4,5863,f,ship,high,m,0
3,2,3,9,1347,b,ship,medium,f,1
3,5,3,3,5433,d,road,medium,m,0
4,5,2,49,3045,c,ship,high,m,1
5,4,4,7,5091,b,ship,medium,m,1
5,1,5,5,4144,c,ship,medium,f,0
4,4,4,1,4365,f,road,medium,f,1
5,4,4,8,4190,d,flight,low,m,1
3,1,3,49,2823,b,ship,medium,f,1
4,2,2,10,4361,b,ship,low,m,0
4,1,2,1,4198,d,flight,medium,f,0
4,1,3,2,5851,d,flight,medium,f,0
4,3,3,9,1548,a,ship,medium,m,1
3,5,2,8,5476,a,ship,low,m,1
3,4,8,2,3622,a,ship,low,m,1
4,3,3,5,5331,f,ship,medium,m,1
5,1,3,10,5308,c,ship,low,m,0
4,3,3,10,4194,d,ship,low,f,1
4,2,3,10,5487,c,ship,medium,m,1
4,4,6,9,1974,f,ship,medium,m,0
3,3,3,24,1920,f,flight,low,f,1
3,3,2,48,2102,b,road,medium,f,1
5,3,3,10,5610,f,ship,low,m,1
3,5,3,52,3519,f,flight,medium,m,1
2,1,3,51,1540,d,flight,medium,f,1
6,3,3,10,1826,f,ship,low,f,0
5,5,2,6,4934,a,road,medium,m,0
2,3,2,3,4409,c,flight,high,m,0
3,1,5,4,4034,a,road,low,f,0
3,2,2,2,4239,a,ship,medium,m,1
2,4,2,6,4758,f,ship,medium,f,0
3,5,3,6,5566,b,flight,low,m,0
4,2,3,5,5888,f,ship,high,f,0
2,4,4,4,4787,d,ship,medium,m,0
4,2,3,17,2777,f,ship,high,m,1
4,2,3,3,4555,f,road,low,f,0
3,5,3,44,3158,a,flight,medium,f,1
3,3,2,5,1202,b,ship,medium,m,1
7,1,4,7,1754,a,road,medium,m,0
4,3,2,51,1491,d,ship,low,m,1
3,2,3,6,3620,f,ship,low,f,1
5,5,4,6,4946,b,ship,low,m,1
5,4,2,5,5834,d,flight,low,m,0
2,4,3,55,1498,c,ship,low,m,1
2,5,3,40,1722,f,ship,low,f,1
3,1,3,6,5113,c,flight,medium,f,1
3,1,3,8,4763,a,ship,high,f,1
4,3,2,7,4423,b,ship,low,f,0
3,4,2,50,3881,a,ship,low,m,1
4,1,3,57,1379,f,road,low,m,1
5,1,5,8,4584,f,flight,low,f,0
4,5,6,1,5284,c,flight,medium,m,0
3,4,3,4,5501,f,ship,medium,f,1
3,5,3,3,4652,f,road,low,m,1
3,4,3,42,2992,f,ship,low,m,1
2,1,3,10,3409,f,ship,medium,m,1
4,2,3,10,4318,a,ship,medium,f,0
4,5,3,27,3684,f,ship,medium,m,1
3,3,3,4,5956,c,road,low,m,0
5,1,5,10,1020,f,ship,medium,m,0
4,1,3,5,4686,c,ship,low,m,0
6,4,3,19,2944,f,ship,high,f,1
5,4,3,2,5427,c,ship,medium,m,1
5,4,5,5,1388,f,ship,low,m,1
4,2,6,1,1154,b,ship,medium,f,1
4,5,2,41,1367,b,flight,medium,m,1
5,3,2,13,1056,f,road,low,m,1
4,3,3,3,4176,c,ship,low,f,0
4,5,10,7,5928,c,flight,medium,f,1
5,3,4,60,2130,b,road,low,f,1
4,5,3,5,4180,b,flight,medium,m,0
2,4,5,10,5448,d,flight,low,m,0
7,5,4,6,1135,b,road,high,m,0
5,5,3,5,4702,a,ship,low,f,0
7,4,4,5,1735,f,flight,medium,f,0
5,3,3,7,4208,d,ship,high,m,1
4,4,3,5,4024,d,ship,medium,m,0
3,3,2,1,5646,c,flight,high,m,0
3,3,2,37,3220,b,ship,low,f,1
5,3,5,5,1365,d,ship,medium,m,0
4,1,5,3,1328,c,road,medium,f,0
5,3,5,10,1501,a,road,low,m,1
3,2,2,26,1793,f,road,low,m,1
4,2,3,44,1233,d,flight,low,f,1
3,2,6,3,5780,d,road,medium,m,1
3,3,3,3,5396,b,ship,low,m,1
5,4,4,1,4255,d,flight,medium,m,1
4,1,3,47,1250,f,ship,medium,m,1
4,5,4,41,2782,f,ship,medium,f,1
3,4,2,7,4596,b,ship,low,m,0
3,1,2,2,5662,f,ship,low,f,1
5,3,3,8,5983,f,flight,medium,f,0
5,1,3,1,4112,b,flight,low,f,0
5,3,3,9,5026,a,flight,low,m,0
2,4,4,6,5421,b,ship,medium,f,0
2,2,3,1,4697,a,ship,low,m,1
4,4,3,5,5624,f,road,medium,m,0
3,1,4,4,4416,a,road,medium,f,0
3,4,3,11,1740,a,flight,low,m,1
3,2,4,7,4750,f,ship,high,m,1
4,3,3,2,5208,b,ship,low,f,0
4,1,2,8,5488,c,ship,low,m,0
4,3,3,1,5846,b,ship,medium,f,1
4,1,4,3,4352,d,ship,low,f,1
2,3,2,63,2896,f,ship,low,f,1
3,4,4,6,4947,b,road,medium,m,0
4,3,2,22,1248,f,ship,low,f,1
4,3,3,7,4245,f,road,high,m,0
4,5,5,1,4378,d,ship,medium,f,0
3,5,3,9,4555,d,ship,medium,m,0
5,3,2,27,2581,b,ship,high,f,1
4,2,3,10,5698,c,ship,medium,m,0
4,4,3,3,5031,d,ship,low,m,0
2,1,5,64,2016,f,ship,low,f,1
5,2,3,3,5182,c,road,low,f,0
3,1,4,60,3755,d,flight,medium,f,1
3,4,3,8,5215,f,ship,low,f,0
3,1,3,10,4784,d,ship,low,m,1
4,2,3,33,2741,d,road,low,f,1
5,2,3,2,5734,f,ship,high,m,1
5,3,2,61,2118,f,ship,low,f,1
3,5,2,7,4958,f,ship,medium,m,0
4,3,4,9,5699,b,ship,low,m,1
3,2,4,10,4560,f,ship,medium,f,1
6,1,2,7,5234,f,ship,medium,f,1
5,5,5,1,4379,f,ship,low,f,1
5,2,3,9,5978,b,ship,low,m,1
4,2,3,9,5703,d,flight,low,f,0
3,2,4,8,5545,f,road,low,f,0
3,2,3,8,4471,b,ship,medium,f,0
4,4,2,5,4553,d,road,low,m,0
5,4,5,9,4729,a,ship,low,f,1
4,4,5,6,1986,c,ship,low,m,1
3,2,3,43,3439,f,ship,medium,f,1
5,5,3,7,4742,b,ship,medium,m,0
4,3,3,1,4653,d,ship,high,f,0
4,5,7,9,4224,f,flight,low,m,0
4,5,4,20,2217,f,flight,low,f,1
6,5,4,9,1319,a,flight,low,m,0
4,3,3,23,2376,a,flight,medium,m,1
2,4,3,1,4509,d,ship,low,m,0
3,2,5,6,5692,a,ship,medium,f,0
5,2,3,52,2028,a,ship,high,f,1
5,1,5,51,2063,d,flight,low,m,1
4,5,3,41,3873,c,ship,medium,f,1
2,2,2,9,4917,c,ship,medium,f,1
4,5,3,7,5022,f,ship,low,m,1
5,3,3,5,5687,c,ship,low,f,1
4,4,3,60,2777,a,ship,medium,f,1
4,5,4,8,5244,f,ship,low,f,1
3,3,2,9,4185,f,flight,medium,f,0
5,5,2,5,4709,f,ship,medium,f,0
5,2,6,7,1752,f,ship,medium,m,0
2,2,3,5,5887,a,road,low,m,0
3,2,2,4,5738,d,flight,medium,m,0
3,4,3,4,5623,f,ship,medium,m,0
5,2,3,1,4019,b,ship,low,m,0
3,4,3,7,5299,d,ship,medium,m,0
4,5,2,3,5505,b,ship,medium,f,0
4,1,3,15,1956,b,road,low,f,1
6,4,4,1,1726,f,ship,medium,m,0
3,3,3,8,5170,c,ship,high,m,0
5,4,4,8,4540,f,flight,low,f,0
5,4,2,52,1122,c,flight,low,m,1
4,1,3,2,3366,b,road,medium,m,1
4,5,3,1,5310,d,road,medium,m,0
3,5,3,10,4224,f,flight,low,f,1
5,2,10,9,4784,c,ship,high,m,1
5,5,3,6,4096,b,road,low,m,0
5,1,5,5,1869,f,ship,low,f,1
5,2,3,32,3785,f,flight,medium,m,1
5,4,5,4,1537,a,ship,low,f,1
3,3,2,6,5667,d,ship,high,m,0
6,5,4,2,1324,f,flight,low,f,0
3,2,2,8,4365,f,ship,medium,m,0
3,5,3,60,3885,b,ship,low,m,1
3,2,4,21,1636,d,ship,medium,f,1
4,3,3,1,1448,a,ship,medium,f,1
6,1,3,8,5976,d,road,low,f,1
4,3,2,22,2912,f,road,medium,m,1
4,2,5,10,1429,c,flight,low,f,0
4,5,10,7,5524,f,ship,high,m,1
5,3,5,1,1835,b,flight,low,f,1
3,5,3,6,5618,b,ship,medium,f,0
3,5,6,65,1308,d,flight,low,m,1
4,1,2,46,3371,a,ship,low,f,1
4,2,4,1,4316,f,ship,high,f,0
4,1,3,8,4107,f,road,low,m,1
5,1,5,8,1419,c,ship,low,m,1
5,2,4,58,1175,b,ship,high,m,1
5,4,2,10,4734,b,ship,medium,m,0
3,5,3,4,4156,a,flight,high,f,1
3,1,10,1,4459,c,ship,high,f,0
5,5,5,35,1725,b,ship,medium,m,1
4,1,2,3,1966,f,ship,medium,m,0
5,1,3,1,5194,a,ship,medium,f,0
4,4,3,7,5637,a,ship,low,m,0
4,4,3,10,4958,a,ship,high,m,1
5,3,3,3,4131,c,ship,low,f,0
5,4,6,1,4343,a,ship,low,f,0
5,1,4,9,4946,b,ship,high,f,1
4,4,3,1,5444,b,road,medium,m,0
2,4,6,1,5514,f,ship,medium,f,0
3,5,3,2,4190,f,flight,medium,f,1
6,3,4,10,5865,d,ship,high,f,0
5,2,3,3,4749,f,flight,low,m,1
6,1,4,23,1442,c,ship,medium,f,1
6,4,4,9,1036,c,flight,medium,m,1
3,1,6,4,4910,b,flight,medium,f,1
3,3,3,8,5486,f,ship,medium,f,1
4,3,4,3,4797,c,road,medium,f,0
3,4,4,7,5963,f,road,medium,f,1
4,4,3,27,1613,a,road,low,f,1
4,5,2,4,4092,f,ship,medium,f,1
2,3,2,5,5050,d,ship,low,f,0
4,4,5,2,1175,f,ship,medium,f,1
4,1,5,6,1247,b,ship,medium,f,0
4,5,6,9,5498,c,ship,medium,f,1
3,1,4,9,5721,a,road,medium,f,1
3,2,2,5,5161,c,flight,medium,m,0
4,2,3,8,5672,c,ship,low,m,1
6,4,4,10,1927,f,ship,medium,f,0
6,5,5,8,4777,b,ship,low,f,0
4,4,3,7,4609,d,flight,medium,m,0
2,5,3,9,4185,a,ship,low,m,0
4,2,3,4,4935,f,ship,medium,m,1
4,5,3,3,5168,c,ship,medium,m,1
4,4,2,64,3787,b,flight,medium,m,1
3,1,5,15,1242,a,ship,low,f,1
3,5,2,29,2217,c,ship,low,m,1
4,3,3,10,5560,a,ship,low,f,1
4,3,3,8,4861,f,ship,low,f,0
6,5,6,48,3341,f,ship,medium,m,1
4,5,6,1,1400,c,ship,low,m,1
5,1,4,33,2605,f,ship,low,m,1
5,2,4,9,5159,c,ship,medium,f,0
4,1,7,5,4104,b,flight,low,m,1
3,3,4,9,4917,d,ship,low,f,0
3,5,5,1,5263,f,ship,high,m,1
4,5,3,8,4040,f,flight,medium,f,1
4,4,5,2,1995,f,ship,medium,m,1
3,1,4,8,4028,f,ship,low,f,1
3,2,2,7,5725,f,road,low,f,1
3,4,3,10,4998,d,flight,low,f,1
4,4,2,1,4429,c,ship,low,m,0
5,2,5,4,1962,a,ship,low,f,0
7,1,4,10,1230,b,road,low,f,1
4,5,5,7,1243,a,ship,low,m,1
4,5,6,64,2271,f,ship,low,m,1
6,2,4,9,1418,c,ship,low,m,0
3,3,3,3,5230,a,ship,low,m,1
5,2,8,28,1921,b,ship,low,m,1
4,3,3,8,4025,b,ship,medium,f,1
4,4,3,62,3478,b,ship,low,f,1
5,2,2,61,3451,b,ship,low,f,1
3,4,3,50,3074,c,ship,low,f,1
4,5,3,1,5402,c,ship,low,f,0
4,4,2,11,2282,c,ship,low,m,1
5,2,3,49,1202,a,ship,low,m,1
4,1,2,5,5059,b,ship,low,f,0
3,3,3,63,1196,c,road,low,f,1
4,3,3,8,5541,a,ship,medium,f,0
4,2,2,24,2405,f,flight,medium,m,1
4,3,2,10,5211,d,ship,medium,m,0
4,1,2,23,1193,c,flight,low,m,1
4,1,2,4,5066,b,ship,medium,m,1
5,4,2,54,1635,f,ship,low,f,1
5,2,3,20,1395,f,flight,medium,m,1
4,1,3,6,4942,d,flight,low,m,1
3,3,2,1,4768,a,ship,medium,m,0
3,1,3,7,4318,d,road,low,m,1
6,2,4,8,1019,d,flight,low,m,0
4,1,3,5,4523,d,ship,low,f,0
4,2,4,9,5194,a,ship,medium,m,0
3,4,2,1,4991,c,ship,medium,f,1
4,2,3,7,5813,a,ship,medium,f,1
5,3,2,2,5420,b,ship,low,m,0
4,4,2,4,4304,c,flight,medium,m,1
5,2,3,6,4700,f,ship,medium,m,1
2,1,3,6,1184,f,road,low,m,1
5,1,5,5,1996,b,ship,low,f,1
4,4,3,4,1467,c,flight,medium,f,1
4,2,6,2,1069,d,ship,medium,f,0
3,3,3,63,2481,a,ship,low,f,1
4,3,5,9,1080,c,ship,medium,f,0
4,3,2,4,5280,b,ship,low,f,1
4,5,4,6,5027,f,ship,medium,f,0
5,5,5,5,1787,c,road,low,m,0
5,4,3,5,4711,f,ship,low,m,1
3,4,3,10,5688,b,ship,low,m,0
3,3,3,4,5322,d,flight,low,m,0
4,5,2,36,3548,f,ship,low,m,1
3,5,3,12,3049,f,ship,medium,f,1
4,3,2,8,4965,d,ship,high,f,1
6,2,4,8,1553,a,ship,medium,m,0
4,4,2,20,2759,b,road,high,f,1
5,3,5,7,4869,f,ship,low,m,0
7,3,4,4,1739,f,flight,medium,m,1
2,1,4,6,5124,b,ship,low,m,0
3,3,2,2,2910,a,flight,medium,f,1
2,1,5,8,1886,a,flight,low,f,0
3,1,3,47,3033,c,ship,low,m,1
4,4,5,2,5865,a,ship,medium,m,1
7,2,4,8,1816,f,flight,medium,f,0
3,1,3,10,5121,d,ship,low,m,1
3,1,4,42,3621,c,ship,medium,m,1
5,1,5,6,5398,a,flight,high,f,0
3,4,2,17,1242,d,ship,low,m,1
5,2,3,44,2085,a,road,medium,m,1
3,4,2,65,3943,f,ship,medium,m,1
5,1,5,3,1409,f,ship,medium,m,0
6,3,6,15,1278,f,ship,low,f,1
5,1,2,17,3513,c,ship,low,f,1
5,5,2,36,3381,c,road,medium,f,1
5,4,4,5,5444,f,ship,high,f,1
3,3,5,3,1578,a,ship,low,f,1
6,4,4,9,1575,b,ship,medium,f,0
5,1,2,4,1092,a,ship,medium,f,1
3,3,5,10,5840,a,ship,medium,f,0
4,3,5,2,1079,d,flight,low,m,0
6,3,4,6,1623,f,ship,medium,m,1
5,3,2,48,2481,f,ship,low,f,1
4,5,4,5,4622,d,road,medium,m,0
6,4,4,1,1494,d,ship,medium,m,1
3,5,3,1,5810,b,road,medium,m,1
4,1,5,8,5711,f,flight,medium,m,0
3,5,2,10,5187,f,ship,medium,m,0
5,5,3,32,3249,a,flight,low,f,1
3,4,2,6,1194,c,flight,medium,f,1
6,2,4,4,1392,c,ship,low,m,0
2,4,3,15,1886,c,flight,low,f,1
3,3,3,55,1229,a,ship,high,f,1
4,4,4,1,5702,f,road,high,m,1
4,3,10,10,2093,d,ship,medium,m,1
5,5,2,44,2548,c,ship,medium,m,1
5,3,4,9,5851,b,ship,low,m,0
5,3,2,6,4840,b,ship,low,m,0
5,3,5,2,1312,d,ship,low,m,1
3,1,2,56,1184,f,ship,medium,f,1
5,3,3,6,5231,c,ship,low,f,1
3,2,4,3,5374,a,flight,medium,m,0
4,4,4,46,1442,a,ship,medium,f,1
3,3,3,5,4578,c,ship,medium,m,1
5,4,5,8,1592,f,flight,medium,m,1
3,5,5,3,5489,d,ship,low,f,0
4,5,2,1,5671,f,flight,low,m,0
4,3,6,22,1745,b,ship,low,f,1
4,5,3,6,5895,c,flight,low,f,0
6,4,4,8,1131,b,ship,low,f,0
4,4,5,12,2708,b,ship,medium,f,1
5,1,2,20,1082,f,ship,low,f,1
4,5,3,2,4887,a,road,medium,f,0
5,3,5,7,1451,a,road,low,f,1
4,2,4,3,4190,f,ship,low,f,0
4,3,3,8,4276,f,ship,medium,f,0
3,2,2,4,5864,c,ship,medium,m,0
4,3,3,11,1322,a,ship,medium,f,1
3,1,3,4,2087,a,road,low,m,1
3,3,3,2,5791,f,road,medium,m,1
3,1,2,2,4129,f,ship,medium,m,0
4,3,5,9,1538,c,flight,medium,f,0
5,5,4,42,1642,d,flight,high,f,1
3,1,6,10,5077,f,road,medium,m,1
5,1,3,7,5134,a,ship,low,f,1
3,3,2,8,4620,b,ship,low,m,1
4,4,2,4,4684,f,ship,low,m,0
4,3,5,10,1464,b,ship,low,f,0
3,2,4,7,1596,a,ship,medium,f,1
6,3,4,4,1358,c,road,low,m,0
3,1,3,35,2965,b,ship,medium,f,1
3,3,2,18,1661,f,ship,medium,m,1
3,2,2,39,3189,f,road,medium,m,1
4,1,2,5,5691,d,ship,low,m,0
3,3,3,3,5620,b,ship,medium,f,1
3,3,4,57,2489,a,flight,medium,f,1
6,2,4,8,1891,c,ship,medium,m,0
6,2,5,6,1178,c,ship,medium,m,1
4,4,3,51,2892,a,road,low,m,1
4,3,5,8,4195,c,ship,low,m,0
4,5,4,6,1495,f,ship,low,f,0
5,2,2,24,2174,c,flight,medium,m,1
3,4,2,54,3290,f,ship,medium,m,1
3,5,2,9,5750,f,road,medium,f,0
5,5,4,3,5274,f,flight,high,f,1
3,2,3,9,4591,f,ship,low,m,1
5,5,3,6,4209,c,flight,medium,f,1
3,1,3,10,4546,f,ship,low,m,0
5,4,3,4,5522,f,flight,low,f,0
3,1,4,6,5365,d,road,medium,f,1
3,2,3,12,2154,d,ship,low,f,1
3,3,3,8,5622,d,ship,low,f,0
3,3,2,6,5269,c,flight,medium,f,0
4,4,5,2,1651,b,flight,medium,m,0
7,2,4,8,1275,d,ship,low,f,0
3,3,3,57,3761,d,ship,medium,m,1
4,4,4,16,2060,a,road,medium,m,1
4,3,3,65,3578,d,ship,low,f,1
3,4,8,15,1429,f,ship,low,f,1
4,3,8,6,5739,a,ship,medium,f,0
4,2,8,5,4120,f,ship,medium,m,1
7,3,4,1,1589,f,ship,low,f,1
4,4,3,10,4741,f,ship,low,m,0
3,4,3,1,4228,d,ship,medium,f,1
2,5,2,9,5363,a,flight,low,f,1
3,5,4,10,5897,d,ship,low,f,0
2,3,4,52,2073,f,flight,medium,f,1
4,4,3,4,5857,c,road,medium,m,0
4,2,3,4,4197,b,flight,medium,m,1
4,5,5,3,1530,d,ship,medium,m,1
5,4,2,4,3108,f,road,low,m,1
3,3,2,58,1730,f,road,low,f,1
3,1,2,18,1428,a,flight,high,m,1
3,2,2,7,4185,a,ship,low,f,1
7,1,4,8,1817,f,ship,low,m,1
5,5,4,62,2201,f,road,medium,m,1
4,2,3,4,4309,a,flight,low,m,1
5,2,3,3,4903,d,ship,medium,f,1
4,1,3,54,3972,d,ship,low,m,1
3,1,4,4,5683,c,road,medium,f,0
5,1,3,8,4786,c,flight,low,m,1
5,1,3,37,3690,c,ship,low,m,1
2,2,4,9,4066,b,ship,medium,m,0
3,5,2,28,1948,d,flight,low,m,1
4,3,2,60,2086,f,flight,low,m,1
5,5,4,9,1215,a,ship,medium,m,1
5,5,3,49,3893,a,flight,low,m,1
5,2,2,59,2897,f,ship,medium,f,1
6,4,3,10,5414,f,ship,low,f,1
3,4,4,9,5465,d,ship,low,f,0
3,1,8,6,4575,d,ship,medium,m,0
5,1,3,1,5953,f,ship,medium,f,1
5,1,3,8,3580,a,ship,low,m,1
4,5,3,1,4861,d,ship,medium,m,0
5,1,3,8,5940,d,ship,low,f,0
3,3,4,3,4732,a,road,medium,m,0
3,5,2,1,4783,f,ship,medium,m,1
6,4,3,7,1455,c,road,medium,m,0
4,1,3,8,4021,d,ship,low,f,1
5,3,3,61,3067,f,ship,high,f,1
5,2,3,4,4475,d,flight,medium,f,1
6,4,4,9,1845,f,ship,low,f,1
4,2,6,10,1531,f,ship,low,f,1
5,1,7,8,4770,f,ship,medium,m,0
3,2,3,5,2040,f,ship,medium,m,1
5,1,3,14,3318,d,flight,medium,f,1
5,4,5,6,1551,f,ship,low,m,0
3,1,2,4,5559,f,ship,low,m,0
3,1,2,29,1328,a,ship,low,m,1
3,3,3,2,5065,f,flight,low,f,1
3,2,3,4,1546,a,ship,high,f,1
4,5,6,27,1840,f,ship,medium,f,1
5,2,5,9,5168,b,flight,low,f,1
5,1,2,2,3490,c,road,low,m,1
4,2,4,26,3818,c,ship,medium,f,1
4,4,4,10,4871,b,ship,low,f,1
4,1,3,25,2582,f,ship,medium,m,1
5,4,2,20,1908,f,ship,medium,f,1
6,1,5,8,5982,f,ship,medium,m,0
3,4,2,9,5643,c,ship,medium,m,1
6,5,4,3,1406,f,ship,high,m,0
3,3,4,2,4541,f,flight,low,f,1
5,2,3,7,5695,b,ship,high,f,1
4,5,3,6,5445,f,flight,medium,f,0
4,3,6,10,1176,a,road,low,f,0
3,3,3,2,5205,d,road,low,f,1
4,2,4,4,5469,b,ship,medium,m,0
3,2,3,5,4167,c,flight,high,m,1
4,1,4,3,5324,a,ship,medium,f,0
4,2,6,3,1732,a,ship,medium,f,1
5,2,7,4,4525,a,ship,medium,f,1
4,4,2,38,1001,f,ship,low,f,1
4,1,4,10,4245,f,ship,low,f,0
4,2,5,6,1718,d,ship,low,m,0
3,1,4,44,2848,a,ship,medium,f,1
4,5,2,40,2710,d,ship,medium,f,1
5,3,5,3,1276,d,road,low,m,1
3,5,2,59,1051,a,ship,low,m,1
4,3,5,15,1601,a,ship,low,f,1
5,4,5,1,1571,f,ship,low,m,1
3,4,2,62,2935,a,ship,low,m,1
6,2,4,2,1893,f,flight,low,f,1
5,4,5,5,1181,f,ship,low,m,0
4,1,3,9,4678,a,road,low,f,0
5,1,4,4,5505,d,ship,medium,f,0
4,3,3,4,4811,c,ship,low,m,0
4,5,5,3,5767,a,ship,low,f,0
3,3,3,45,3945,b,ship,medium,f,1
3,2,3,8,5194,c,ship,medium,m,0
4,4,3,26,2875,c,ship,high,f,1
5,2,5,9,1373,c,ship,low,m,0
3,2,2,6,4853,d,ship,low,m,0
5,5,5,3,1145,f,ship,low,f,0
4,5,8,44,1756,a,ship,low,m,1
4,1,4,10,4072,f,road,low,m,1
4,5,2,47,1536,b,ship,low,m,1
3,1,6,6,5457,f,ship,low,f,1
4,5,3,2,1114,f,ship,medium,f,1
4,5,3,63,3109,b,ship,medium,f,1
6,5,4,6,1312,c,ship,medium,f,1
5,4,5,5,1293,b,flight,low,f,1
3,1,3,2,4972,f,flight,medium,f,0
4,2,4,9,4588,a,ship,high,f,1
5,4,3,10,5527,d,ship,high,m,0
3,1,3,7,5588,a,ship,medium,m,0
4,1,4,57,3880,f,ship,medium,f,1
4,4,5,21,1727,f,ship,low,m,1
4,5,3,19,2392,a,road,low,f,1
6,2,5,10,1607,b,ship,medium,f,1
6,3,4,5,1708,a,ship,high,f,0
5,1,5,10,1373,f,ship,low,m,1
5,3,4,5,5915,b,ship,low,m,1
3,2,10,1,4303,a,ship,low,m,0
5,4,2,4,4380,c,flight,medium,m,1
4,5,2,2,4686,a,ship,low,f,1
3,2,8,50,3562,b,ship,low,f,1
4,3,3,7,5718,c,road,low,m,0
5,2,5,2,1022,d,ship,low,f,0
6,2,5,3,1586,f,ship,medium,f,0
4,1,5,5,5253,f,flight,medium,m,0
4,5,3,1,5043,a,ship,low,f,1
4,2,6,9,4879,d,ship,medium,f,0
5,5,6,10,1711,f,road,medium,f,0
5,3,3,37,2294,d,road,low,m,1
4,2,3,10,4721,a,ship,medium,m,0
3,2,3,56,1136,f,ship,low,f,1
3,4,3,41,2042,c,ship,low,f,1
4,1,3,7,4933,c,ship,medium,m,1
